1,STATE,STATE ABBREVIATION,DISTRICT,FEC ID#,INCUMBENT INDICATOR (I),CANDIDATE NAME (First),Candidate Name (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL ,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",FOOTNOTES
3322,Texas,TX,19,H8TX19087,,Dwight,Fullingim,"Fullingim, Dwight",,D,26966,61.6337538855367%,,,58030,24.9472294947358%,,,,,
3323,Texas,TX,19,H8TX19095,,Rufus,Mark,"Mark, Rufus",,D,16786,38.3662461144633%,,,,,,,,,
3324,Texas,TX,19,n/a,,,,,Party Votes:,D,43752,,,,,,,,,,
3325,Texas,TX,19,H4TX19235,,"Richard ""Chip""",Peterson,"Peterson, Richard ""Chip""",,LBT,C,,,,6080,2.61380588192304%,,,,,
3326,Texas,TX,19,n/a,,,,,District Votes:,,97851,,,,232611,,,,,,
3327,Texas,TX,20,H8TX20077,(I),Charles A.,Gonzalez,"Gonzalez, Charles A.",,D,52245,100%,,,127298,71.8974330010449%,,,,,
3328,Texas,TX,20,n/a,,,,,Party Votes:,D,52245,,,,,,,,,,
3329,Texas,TX,20,H8TX20135,,Robert,Litoff,"Litoff, Robert",,R,10409,100%,,,44585,25.1814407952331%,,,,,
3330,Texas,TX,20,n/a,,,,,Party Votes:,R,10409,,,,,,,,,,
3331,Texas,TX,20,H8TX28039,,Michael,Idrogo,"Idrogo, Michael",,LBT,C,G,,,5172,2.92112620372201%,,,,,
3332,Texas,TX,20,n/a,,,,,District Votes:,,62654,,,,177055,,,,,,
3333,Texas,TX,21,H6TX21012,(I),Lamar,Smith,"Smith, Lamar",,R,64350,100%,,,243471,79.9970428782652%,,,,,
3334,Texas,TX,21,H6TX21178,,James Arthur,Strohm,"Strohm, James Arthur",,LBT,C,G,,,60879,20.0029571217348%,,,,,
3335,Texas,TX,21,n/a,,,,,Party Votes:,R,64350,,,,,,,,,,
3336,Texas,TX,21,n/a,,,,,District Votes:,,64350,,,,304350,,,,,,
3337,Texas,TX,22,H8TX22107,,Pete,Olson,"Olson, Pete",,R,11634,20.7143365857133%,15511,68.5235907404135%,161996,52.4267382967362%,,,,,
3338,Texas,TX,22,H6TX22184,,Shelley,Sekula Gibbs,"Sekula Gibbs, Shelley",,R,16697,29.7290079054198%,7125,31.4764092595865%,,,,,,,
3339,Texas,TX,22,H8TX22131,,John,Manlove,"Manlove, John",,R,8399,14.9544192009116%,,,,,,,,,
3340,Texas,TX,22,H6TX22200,,Robert,Talton,"Talton, Robert",,R,8169,14.5449042091019%,,,,,,,,,
3341,Texas,TX,22,H8TX22123,,Dean,Hrbacek,"Hrbacek, Dean",,R,5864,10.440851791183%,,,,,,,,,
3342,Texas,TX,22,H8TX22172,,Cynthia,Dunbar,"Dunbar, Cynthia",,R,2116,3.76753792464924%,,,,,,,,,
3343,Texas,TX,22,H8TX22156,,Brian,Klock,"Klock, Brian",,R,992,1.76625596467488%,,,,,,,,,
3344,Texas,TX,22,H8TX22115,,Jim,Squier,"Squier, Jim",,R,989,1.76091446478171%,,,,,,,,,
3345,Texas,TX,22,H8TX22164,,Kevyn,Bazzy,"Bazzy, Kevyn",,R,880,1.5668399686632%,,,,,,,,,
3346,Texas,TX,22,H8TX22149,,Ryan,Rowley,"Rowley, Ryan",,R,424,0.75493198490136%,,,,,,,,,
3347,Texas,TX,22,n/a,,,,,Party Votes:,R,56164,,22636,,,,,,,,
3348,Texas,TX,22,H6TX09033,(I),Nick,Lampson,"Lampson, Nick",,D,73831,100%,,,140160,45.3599572808622%,,,,,
3349,Texas,TX,22,n/a,,,,,Party Votes:,D,73831,,,,,,,,,,
3350,Texas,TX,22,H8TX22180,,John,Wieder,"Wieder, John",,LBT,C,G,,,6839,2.21330442240166%,,,,,
3351,Texas,TX,22,n/a,,,,,District Votes:,,129995,,22636,,308995,,,,,,
3352,Texas,TX,23,H8TX28013,(I),Ciro D.,Rodriguez,"Rodriguez, Ciro D.",,D,71716,100%,,,134090,55.7616334677922%,,,,,
3353,Texas,TX,23,n/a,,,,,Party Votes:,D,71716,,,,,,,,,,
3354,Texas,TX,23,H8TX23097,,Lyle,Larson,"Larson, Lyle",,R,18681,61.5478386926726%,,,100799,41.9174949058095%,,,,,
3355,Texas,TX,23,H4TX28046,,Quico,Conseco,"Conseco, Quico",,R,11671,38.4521613073274%,,,,,,,,,
3356,Texas,TX,23,n/a,,,,,Party Votes:,R,30352,,,,,,,,,,
3357,Texas,TX,23,H8TX23105,,Lani,Connolly,"Connolly, Lani",,LBT,C,G,,,5581,2.3208716263983%,,,,,
3358,Texas,TX,23,n/a,,,,,District Votes:,,102068,,,,240470,,,,,,
3359,Texas,TX,24,H4TX24094,(I),Kenny E.,Marchant,"Marchant, Kenny E.",,R,30378,100%,,,151434,55.984029279654%,,,,,
3360,Texas,TX,24,n/a,,,,,Party Votes:,R,30378,,,,,,,,,,
3361,Texas,TX,24,H8TX24087,,Tom,Love,"Love, Tom",,D,49166,100%,,,111089,41.0687813083421%,,,,,
3362,Texas,TX,24,n/a,,,,,Party Votes:,D,49166,,,,,,,,,,
3363,Texas,TX,24,H8TX24095,,David A.,Casey,"Casey, David A.",,LBT,C,G,,,7972,2.94718941200392%,,,,,
3364,Texas,TX,24,n/a,,,,,District Votes:,,79544,,,,270495,,,,,,
3365,Texas,TX,25,H4TX10028,(I),Lloyd,Doggett,"Doggett, Lloyd",,D,110108,100%,,,191755,65.828229704493%,,,,,
3366,Texas,TX,25,n/a,,,,,Party Votes:,D,110108,,,,,,,,,,
3367,Texas,TX,25,H8TX25084,,George L.,Morovich,"Morovich, George L.",,R,23213,100%,,,88693,30.4477232780402%,,,,,
3368,Texas,TX,25,n/a,,,,,Party Votes:,R,23213,,,,,,,,,,
3369,Texas,TX,25,H8TX25100,,Jim,Stutsman,"Stutsman, Jim",,LBT,C,G,,,10848,3.72404701746677%,,,,,
3370,Texas,TX,25,H8TX25092,,Lorraine,DeNardis,"DeNardis, Lorraine",,LBT,C,,,,,,,,,,
3371,Texas,TX,25,n/a,,,,,District Votes:,,133321,,,,291296,,,,,,
3372,Texas,TX,26,H2TX26093,(I),Michael C.,Burgess,"Burgess, Michael C.",,R,41328,100%,,,195181,60.1712210521124%,,,,,
3373,Texas,TX,26,n/a,,,,,Party Votes:,R,41328,,,,,,,,,,
3374,Texas,TX,26,H8TX26058,,Ken,Leach,"Leach, Ken",,D,54417,100%,,,118167,36.4290206427109%,,,,,
3375,Texas,TX,26,n/a,,,,,Party Votes:,D,54417,,,,,,,,,,
3376,Texas,TX,26,H8TX26066,,Stephanie B.,Weiss,"Weiss, Stephanie B.",,LBT,C,G,,,11028,3.39975830517671%,,,,,
3377,Texas,TX,26,n/a,,,,,District Votes:,,95745,,,,324376,,,,,,
3378,Texas,TX,27,H2TX27026,(I),Solomon P.,Ortiz,"Ortiz, Solomon P.",,D,77513,100%,,,104864,57.9516001569486%,,,,,
3379,Texas,TX,27,n/a,,,,,Party Votes:,D,77513,,,,,,,,,,
3380,Texas,TX,27,H4TX27030,,William Willie,Vaden,"Vaden, William Willie",,R,9292,56.2197483059051%,,,69458,38.3849771485098%,,,,,
3381,Texas,TX,27,H8TX27023,,George,Benavides,"Benavides, George",,R,7236,43.7802516940949%,,,,,,,,,
3382,Texas,TX,27,n/a,,,,,Party Votes:,R,16528,,,,,,,,,,
3383,Texas,TX,27,H6TX27050,,Robert E.,Powell,"Powell, Robert E.",,LBT,C,G,,,6629,3.66342269454162%,,,,,
3384,Texas,TX,27,n/a,,,,,District Votes:,,94041,,,,180951,,,,,,
3385,Texas,TX,28,H2TX23082,(I),Henry,Cuellar,"Cuellar, Henry",,D,84819,100%,,,123494,68.7070212529209%,,,,,
3386,Texas,TX,28,n/a,,,,,Party Votes:,D,84819,,,,,,,,,,
3387,Texas,TX,28,H8TX28195,,Jim,Fish,"Fish, Jim",,R,14073,100%,,,52524,29.2222098586848%,,,,,
3388,Texas,TX,28,n/a,,,,,Party Votes:,R,14073,,,,,,,,,,
3389,Texas,TX,28,H8TX28203,,Ross Lynn,Leone,"Leone, Ross Lynn",,LBT,C,G,,,3722,2.07076888839435%,,,,,
3390,Texas,TX,28,n/a,,,,,District Votes:,,98892,,,,179740,,,,,,
3391,Texas,TX,29,H2TX29030,(I),Gene,Green,"Green, Gene",,D,42222,100%,,,79718,74.646515721857%,,,,,
3392,Texas,TX,29,n/a,,,,,Party Votes:,D,42222,,,,,,,,,,
3393,Texas,TX,29,H6TX29049,,Eric,Story,"Story, Eric",,R,5302,100%,,,25512,23.8889825271083%,,,,,
3394,Texas,TX,29,n/a,,,,,Party Votes:,R,5302,,,,,,,,,,
3395,Texas,TX,29,H8TX29037,,Joel,Grace,"Grace, Joel",,LBT,C,G,,,1564,1.4645017510347%,,,,,
3396,Texas,TX,29,n/a,,,,,District Votes:,,47524,,,,106794,,,,,,
3397,Texas,TX,30,H2TX00015,(I),Eddie Bernice,Johnson,"Johnson, Eddie Bernice",,D,90425,100%,,,168249,82.4847040828333%,,,,,
3398,Texas,TX,30,n/a,,,,,Party Votes:,D,90425,,,,,,,,,,
3399,Texas,TX,30,H6TX30104,,Fred,Wood,"Wood, Fred",,R,5366,100%,,,32361,15.8651017766796%,,,,,
3400,Texas,TX,30,n/a,,,,,Party Votes:,R,5366,,,,,,,,,,
3401,Texas,TX,30,H8TX30035,,Jarrett,Woods,"Woods, Jarrett",,LBT,C,G,,,3366,1.65019414048712%,,,,,
3402,Texas,TX,30,n/a,,,,,District Votes:,,95791,,,,203976,,,,,,
3403,Texas,TX,31,H2TX31044,(I),John,Carter,"Carter, John",,R,46388,100%,,,175563,60.2679674841403%,,,,,
3404,Texas,TX,31,n/a,,,,,Party Votes:,R,46388,,,,,,,,,,
3405,Texas,TX,31,H8TX31017,,Brian P.,Ruiz,"Ruiz, Brian P.",,D,58792,100%,,,106559,36.5799989014912%,,,,,
3406,Texas,TX,31,n/a,,,,,Party Votes:,D,58792,,,,,,,,,,
3407,Texas,TX,31,H8TX31025,,Barry N.,Cooper,"Cooper, Barry N.",,LBT,C,G,,,9182,3.1520336143685%,,,,,
3408,Texas,TX,31,n/a,,,,,District Votes:,,105180,,,,291304,,,,,,
3409,Texas,TX,32,H2TX03126,(I),Pete,Sessions,"Sessions, Pete",,R,28736,100%,,,116283,57.2512431687263%,,,,,
3410,Texas,TX,32,n/a,,,,,Party Votes:,R,28736,,,,,,,,,,
3411,Texas,TX,32,H8TX32015,,Eric,Roberson,"Roberson, Eric",,D,20043,44.8620095351075%,1981,72.457937088515%,82406,40.5721037861257%,,,,,
3412,Texas,TX,32,H8TX32031,,Steve,Love,"Love, Steve",,D,14929,33.415403899098%,753,27.542062911485%,,,,,,,
3413,Texas,TX,32,H8TX32023,,Dennis C.,Burns,"Burns, Dennis C.",,D,9705,21.7225865657945%,,,,,,,,,
3414,Texas,TX,32,n/a,,,,,Party Votes:,D,44677,,2734,,,,,,,,
3415,Texas,TX,32,H8TX32049,,Alex,Bischoff,"Bischoff, Alex",,LBT,,,,,4421,2.17665304514795%,,,,,
3416,Texas,TX,32,n/a,,,,,District Votes:,,73413,,2734,,203110,,,,,,
3417,Texas,TX,H,n/a,,,,,Total House Votes:,,2814376,,25370,,7528622,,,,,,
3418,Texas,TX,S,S2TX00106,(I),John,Cornyn,"Cornyn, John",,R,997216,81.4808822868535%,,,4337469,54.8208782146276%,,,,,
3419,Texas,TX,S,S8TX00210,,Larry,Kilgore,"Kilgore, Larry",,R,226649,18.5191177131465%,,,,,,,,,
3420,Texas,TX,S,n/a,,,,,Party Votes:,R,1223865,,,,,,,,,,
3421,Texas,TX,S,S8TX00202,,Richard J. (Rick),Noriega,"Noriega, Richard J. (Rick)",,D,1110579,51.0082893482243%,,,3389365,42.8378775479252%,,,,,
3422,Texas,TX,S,S4TX00227,,Gene,Kelly,"Kelly, Gene",,D,584966,26.8671701759833%,,,,,,,,,
3423,Texas,TX,S,S8TX00228,,Ray,McMurrey,"McMurrey, Ray",,D,269402,12.3734873133657%,,,,,,,,,
3424,Texas,TX,S,S8TX00236,,Rhett R.,Smith,"Smith, Rhett R.",,D,212305,9.75105316242676%,,,,,,,,,
3425,Texas,TX,S,n/a,,,,,Party Votes:,D,2177252,,,,,,,,,,
3426,Texas,TX,S,S8TX00251,,Yvonne Adams,Schick,"Schick, Yvonne Adams",,LBT,C,G,,,185241,2.34124423744719%,,,,,"* The Libertarian Party nominated by convention on June 14, 2008, for U.S. Senate.  Convention nominee is noted with an asterisk."
3427,Texas,TX,S,S2TX00254,,Scott,Jameson,"Jameson, Scott",,LBT,C,,,,,,,,,,"* The Libertarian Party nominated by convention on June 14, 2008, for U.S. Senate.  Convention nominee is noted with an asterisk."
3428,Texas,TX,S,S8TX00244,,Jon,Roland,"Roland, Jon",,LBT,C,,,,,,,,,,"* The Libertarian Party nominated by convention on June 14, 2008, for U.S. Senate.  Convention nominee is noted with an asterisk."
3429,Texas,TX,S,n/a,,,,,Total Senate Votes:,,3401117,,,,7912075,,,,,,
3430,Utah,UT,01,H2UT01094,(I),Rob,Bishop,"Bishop, Rob",,R,*,,,,196799,64.8549160473891%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3431,Utah,UT,01,H8UT01083,,Morgan,Bowen,"Bowen, Morgan",,D,*,,,,92469,30.4730676069798%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3432,Utah,UT,01,H8UT01091,,Kirk D.,Pearson,"Pearson, Kirk D.",,CON,*,,,,7397,2.43767404307206%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3433,Utah,UT,01,H8UT01109,,Joseph Geddes,Buchman,"Buchman, Joseph Geddes",,LBT,*,,,,6780,2.23434230255895%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3434,Utah,UT,01,n/a,,,,,District Votes:,,,,,,303445,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3435,Utah,UT,02,H0UT02096,(I),Jim,Matheson,"Matheson, Jim",,D,*,,,,220666,63.3506064738391%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3436,Utah,UT,02,H8UT02198,,Bill,Dew,"Dew, Bill",,R,*,,,,120083,34.4744132634752%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3437,Utah,UT,02,H8UT02156,,Chris,Jacobs,"Jacobs, Chris",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3438,Utah,UT,02,H8UT02164,,Brian E.,Jenkins,"Jenkins, Brian E.",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3439,Utah,UT,02,H8UT02206,,Donald W.,Ferguson,"Ferguson, Donald W.",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3440,Utah,UT,02,H8UT02214,,Kenneth L.,Gray,"Gray, Kenneth L.",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3441,Utah,UT,02,H4UT02106,,Merrill,Cook,"Cook, Merrill",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3442,Utah,UT,02,H8UT02180,,Mathew,Arndt,"Arndt, Mathew",,LBT,*,,,,4576,1.31371563913012%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3443,Utah,UT,02,H8UT02172,,Dennis Ray,Emery,"Emery, Dennis Ray",,CON,*,,,,3000,0.861264623555588%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3444,Utah,UT,02,n/a,,,,,District Votes:,,,,,,348325,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3445,Utah,UT,03,H8UT03089,,Jason,Chaffetz,"Chaffetz, Jason",,R,28618,59.7789986004637%,,,187035,65.6104311587721%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3446,Utah,UT,03,H6UT03042,(I),Chris,Cannon,"Cannon, Chris",,R,19255,40.2210013995363%,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3447,Utah,UT,03,H2UT03173,,Stone,Fonua,"Fonua, Stone",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3448,Utah,UT,03,H8UT03097,,David O.,Leavitt,"Leavitt, David O.",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3449,Utah,UT,03,H8UT03113,,"Joe ""NPC""",Ferguson,"Ferguson, Joe ""NPC""",,R,,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3450,Utah,UT,03,n/a,,,,,Party Votes:,R,47873,,,,,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3451,Utah,UT,03,H8UT03105,,Bennion L.,Spencer,"Spencer, Bennion L.",,D,*,,,,80626,28.2829771037889%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3452,Utah,UT,03,H6UT03141,,Jim,Noorlander,"Noorlander, Jim",,CON,*,,,,17408,6.10659173743901%,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3453,Utah,UT,03,n/a,,,,,District Votes:,,47873,,,,285069,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3454,Utah,UT,H,n/a,,,,,Total House Votes:,,47873,,,,936839,,,,,,"*  Conventions are held by the political parties prior to the primary.  A candidate who receives more than 60% of the vote is the nominee.  If no candidate achieves that majority, a primary election is held between the two candidates receiving the highest number of votes.  The Constitution and Libertarian party conventions were held on April 19, 2008, and the Democratic and Republican party conventions were held on May 10, 2008.  Convention nominees are noted with an asterisk."
3455,Vermont,VT,00,H6VT00160,(I),Peter,Welch,"Welch, Peter",,D/R,19566,87.7438450154716%,,,248203,83.2474149005034%,,,,,Democrat in Primary; Democrat and Republican in General 
3456,Vermont,VT,00,H8VT00117,,Craig Barclay,Hill,"Hill, Craig Barclay",,D,2635,11.8166733934257%,,,,,,,,,
3457,Vermont,VT,00,n/a,,,Scattered,Scattered,,W(D),98,0.43948159110274%,,,,,,,,,
3458,Vermont,VT,00,n/a,,,,,Party Votes:,D,22299,,,,,,,,,,
3459,Vermont,VT,00,n/a,,,Scattered,Scattered,,W(R),609,50.3722084367246%,,,,,,,,,
3460,Vermont,VT,00,H6VT00160,(I),Peter,Welch,"Welch, Peter",,W(R),600,49.6277915632754%,,,,,,,,,
3461,Vermont,VT,00,n/a,,,,,Party Votes:,R,1209,,,,,,,,,,
3462,Vermont,VT,00,H8VT00133,,Mike,Bethel,"Bethel, Mike",,I,n/a,,,,14349,4.81266204037551%,,,,,
3463,Vermont,VT,00,H6VT00228,,Jerry,Trudell,"Trudell, Jerry",,ENE,,,,,10818,3.6283628094489%,,,,,
3464,Vermont,VT,00,H8VT00125,,Thomas J.,Hermann,"Hermann, Thomas J.",,PRO,261,88.4745762711865%,,,9081,3.04577210876368%,,,,,
3465,Vermont,VT,00,n/a,,,Scattered,Scattered,,W(PRO),34,11.5254237288136%,,,,,,,,,
3466,Vermont,VT,00,n/a,,,,,Party Votes:,PRO,295,,,,,,,,,,
3467,Vermont,VT,00,H8VT00141,,Cris,Ericson,"Ericson, Cris",,I,n/a,,,,7841,2.62987546578747%,,,,,
3468,Vermont,VT,00,H2VT00094,,Jane,Newton,"Newton, Jane",,LU,131,95.6204379562044%,,,5307,1.77997055183447%,,,,,
3469,Vermont,VT,00,n/a,,,Scattered,Scattered,,W(LU),6,4.37956204379562%,,,,,,,,,
3470,Vermont,VT,00,n/a,,,,,Party Votes:,LU,137,,,,,,,,,,
3471,Vermont,VT,00,,,,Scattered,Scattered,,W,,,,,2552,0.855942123286523%,,,,,
3472,Vermont,VT,00,n/a,,,,,District Votes:,,23940,,,,298151,,,,,,
3473,Vermont,VT,H,n/a,,,,,Total House Votes:,,23940,,,,298151,,,,,,
3474,Virgin Islands,VI,00,H4VI00054,(I),Donna M.,Christensen,"Christensen, Donna M.",,D,8559,78.8629871924813%,,,28153,99.7555098859046%,,,,,
3475,Virgin Islands,VI,00,H2VI00033,,Victor O.,Frazer,"Frazer, Victor O.",,D,2289,21.0909425965171%,,,,,,,,,
3476,Virgin Islands,VI,00,n/a,,,Scattered,Scattered,,W(D),5,0.0460702110015664%,,,,,,,,,
3477,Virgin Islands,VI,00,,,,Scattered,Scattered,,W,,,,,69,0.855942123286523%,,,,,
3478,Virgin Islands,VI,00,n/a,,,,,Party Votes:,D,10853,,,,,,,,,,
3479,Virgin Islands,VI,00,n/a,,,,,District Votes:,,10853,,,,28222,,,,,,
3480,Virgin Islands,VI,H,n/a,,,,,Total House Votes:,,10853,,,,28222,,,,,,
3481,Virginia,VA,01,H8VA01147,(I),"Robert J. ""Rob""",Wittman,"Wittman, Robert J. ""Rob""",,R,Unopposed,,,,203839,56.5760549776293%,,,,,"* The political parties may choose to nominate by convention rather than by primary election.  Democratic Party conventions were held on May 17, 2008, for U.S. House Districts 1, 4, 5, and 9, and on May 24, 2008, for U.S. House District 6.  Republican Party conventions were held on May 31, 2008 for U.S. Senate and on May 17, 2008 for U.S. House District 3.  Convention nominees are noted with an asterisk.  "
3482,Virginia,VA,01,H8VA01246,,"Bill S., Jr.",Day,"Day, Bill S., Jr. #",,D,#,,,,150432,41.752800506256%,,,,,"  # Keith Hummel withdrew on July 30, 2008, after the May nominating convention.  Bill Day was nominated on August 4, 2008, by the 1st Congressional District Democratic Committee."
3483,Virginia,VA,01,H8VA01212,,Keith B.,Hummel,"Hummel, Keith B. #",,D,Winner*,,,,,,,,,,"  # Keith Hummel withdrew on July 30, 2008, after the May nominating convention.  Bill Day was nominated on August 4, 2008, by the 1st Congressional District Democratic Committee."
3484,Virginia,VA,01,H8VA01238,,Nathan D.,Larson,"Larson, Nathan D.",,LBT,n/a,,,,5265,1.46131471140075%,,,,,
