#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,Notes (See Endnotes Tab)
2104,New Hampshire,NH,02,H0NH02017,(I),Charles,Bass,"Bass, Charles",,R,25414,71.23356784483%,,,191188,58.2545689439783%,,,
2105,New Hampshire,NH,02,H4NH02183,,Mark,Brady,"Brady, Mark",,R,10167,28.497351234689%,,,,,,,
2106,New Hampshire,NH,02,,,,Scattered,Scattered,,W(R),63,0.176584354065645%,,,,,,,
2107,New Hampshire,NH,02,H4NH02175,,Paul W.,Hodes,"Hodes, Paul W.",,W(R),28,0.0784819351402865%,,,,,,,
2108,New Hampshire,NH,02,H4NH02191,,"""Chris""",Owen,"Owen, ""Chris""",,W(R),5,0.0140146312750512%,,,,,,,
2109,New Hampshire,NH,02,,,,,,Party Votes:,R,35677,,,,,,,,
2110,New Hampshire,NH,02,H4NH02175,,Paul W.,Hodes,"Hodes, Paul W.",,D,15161,60.0102913236225%,,,125280,38.1725442878298%,,,
2111,New Hampshire,NH,02,H4NH02191,,"""Chris""",Owen,"Owen, ""Chris""",,D,9792,38.7587080430652%,,,,,,,
2112,New Hampshire,NH,02,H0NH02017,,Charles,Bass,"Bass, Charles",,W(D),146,0.577897403419886%,,,,,,,
2113,New Hampshire,NH,02,,,,Scattered,Scattered,,W(D),123,0.486858771374288%,,,,,,,
2114,New Hampshire,NH,02,H4NH02183,,Mark,Brady,"Brady, Mark",,W(D),42,0.166244458518049%,,,,,,,
2115,New Hampshire,NH,02,,,,,,Party Votes:,D,25264,,,,,,,,
2116,New Hampshire,NH,02,H4NH02217,,Richard B.,Kahn,"Kahn, Richard B.",,LBT,,,,,11311,3.44643716826024%,,,
2117,New Hampshire,NH,02,,,,Scattered,Scattered,,W,,,,,415,0.126449599931748%,,,
2118,New Hampshire,NH,02,,,,,,District Votes:,,60941,,,,328194,,,,
2119,New Hampshire,NH,H,,,,,,House Votes:,,114442,,,,651566,,,,
2120,New Hampshire,NH,S,S2NH00025,(I),Judd,Gregg,"Gregg, Judd",,R,60597,91.5860588839853%,,,434847,66.1780954091245%,,,
2121,New Hampshire,NH,S,S4NH00062,,Tom,Alciere,"Alciere, Tom",,R,2682,4.0535638715918%,,,,,,,
2122,New Hampshire,NH,S,S4NH00070,,Michael D.,Tipa,"Tipa, Michael D.",,R,2563,3.87370775648389%,,,,,,,
2123,New Hampshire,NH,S,,,,Scattered,Scattered,,W(R),179,0.270539870624509%,,,,,,,
2124,New Hampshire,NH,S,S4NH00054,,Doris R.,Haddock,"Haddock, Doris R.",,W(R),143,0.216129617314552%,,,,,,,
2125,New Hampshire,NH,S,,,,,,Party Votes:,R,66164,,,,,,,,
2126,New Hampshire,NH,S,S4NH00054,,Doris Granny D.,Haddock,"Haddock, Doris Granny D.",,D,46745,98.0410662975314%,,,221549,33.7168955053068%,,,
2127,New Hampshire,NH,S,,,,Scattered,Scattered,,W(D),553,1.15983976173997%,,,,,,,
2128,New Hampshire,NH,S,S2NH00025,,Judd,Gregg,"Gregg, Judd",,W(D),375,0.786509784181715%,,,,,,,
2129,New Hampshire,NH,S,S4NH00062,,Tom,Alciere,"Alciere, Tom",,W(D),3,0.00629207827345372%,,,,,,,
2130,New Hampshire,NH,S,S4NH00070,,Michael D.,Tipa,"Tipa, Michael D.",,W(D),3,0.00629207827345372%,,,,,,,
2131,New Hampshire,NH,S,,,,,,Party Votes:,D,47679,,,,,,,,
2132,New Hampshire,NH,S,,,,Scattered,Scattered,,W,,,,,588,0.0894860033542033%,,,
2133,New Hampshire,NH,S,,,Ken,Blevens,"Blevens, Ken",,W,,,,,102,0.0155230822145046%,,,
2134,New Hampshire,NH,S,,,,,,Senate Votes:,,113843,,,,657086,,,,
2135,New Hampshire,NH,,,,,,,Total State Votes:,,228285,,,,1308652,,,,
2136,New Jersey,NJ,01,H0NJ01066,(I),Robert E.,Andrews,"Andrews, Robert E.",,D,20961,100%,,,201163,75.0040081579997%,,,
2137,New Jersey,NJ,01,,,,,,Party Votes:,D,20961,,,,,,,,
2138,New Jersey,NJ,01,H4NJ01050,,S. Daniel,Hutchison,"Hutchison, S. Daniel",,R,4188,50.0717360114778%,,,66109,24.6488667166288%,,,
2139,New Jersey,NJ,01,H4NJ04070,,John,Cusack,"Cusack, John",,R,4176,49.9282639885222%,,,,,,,
2140,New Jersey,NJ,01,,,,,,Party Votes:,R,8364,,,,,,,,
2141,New Jersey,NJ,01,H4NJ01068,,Arturo Fulvio,Croce,"Croce, Arturo Fulvio",,EPU,,,,,931,0.347125125371454%,,,
2142,New Jersey,NJ,01,,,,,,District Votes:,,29325,,,,268203,,,,
2143,New Jersey,NJ,02,H2NJ02037,(I),Frank A.,LoBiondo,"LoBiondo, Frank A.",,R,13844,100%,,,172779,65.0910556731791%,,,
2144,New Jersey,NJ,02,,,,,,Party Votes:,R,13844,,,,,,,,
2145,New Jersey,NJ,02,H4NJ02108,,Timothy J.,Robb,"Robb, Timothy J.",,D,11121,100%,,,86792,32.697161715177%,,,
2146,New Jersey,NJ,02,,,,,,Party Votes:,D,11121,,,,,,,,
2147,New Jersey,NJ,02 ,H4NJ02124,,Willie,Norwood,"Norwood, Willie",,JEB,,,,,1993,0.750823155340903%,,,
2148,New Jersey,NJ,02,H4NJ02132,,Michael J.,"Matthews, Jr.","Matthews, Michael J., Jr.",,LBT,,,,,1767,0.66568214525207%,,,
2149,New Jersey,NJ,02,H4NJ02116,,Jose David,Alcantara,"Alcantara, Jose David",,GRN,,,,,1516,0.571122881834827%,,,
2150,New Jersey,NJ,02,H0NJ02098,,Costantino,Rozzo,"Rozzo, Costantino",,SOC,,,,,595,0.224154429216175%,,,
2151,New Jersey,NJ,02,,,,,,District Votes:,,24965,,,,265442,,,,
2152,New Jersey,NJ,03,H4NJ13022,(I),Jim,Saxton,"Saxton, Jim",,R,16354,100%,,,195938,63.438687828221%,,,
2153,New Jersey,NJ,03,,,,,,Party Votes:,R,16354,,,,,,,,
2154,New Jersey,NJ,03,H4NJ03080,,Herb,Conaway,"Conaway, Herb",,D,12083,100%,,,107034,34.6543116343221%,,,
2155,New Jersey,NJ,03,,,,,,Party Votes:,D,12083,,,,,,,,
2156,New Jersey,NJ,03,H8NJ01101,,R. Edward,Forchion,"Forchion, R. Edward",,USM,,,,,4914,1.59100180663209%,,,
2157,New Jersey,NJ,03,H4NJ03098,,Frank,Orland,"Orland, Frank",,LBT,,,,,976,0.31599873082477%,,,
2158,New Jersey,NJ,03,,,,,,District Votes:,,28437,,,,308862,,,,
2159,New Jersey,NJ,04,H8NJ04014,(I),Christopher H.,Smith,"Smith, Christopher H.",,R,14376,100%,,,192671,67.003648023147%,,,
2160,New Jersey,NJ,04,,,,,,Party Votes:,R,14376,,,,,,,,
2161,New Jersey,NJ,04,H4NJ04088,,Amy,Vasquez,"Vasquez, Amy",,D,9588,100%,,,92826,32.2813533505128%,,,
2162,New Jersey,NJ,04,,,,,,Party Votes:,D,9588,,,,,,,,
2163,New Jersey,NJ,04,H4NJ04104,,Richard,Edgar,"Edgar, Richard",,LBT,,,,,2056,0.714998626340188%,,,
2164,New Jersey,NJ,04,,,,,,District Votes:,,23964,,,,287553,,,,
2165,New Jersey,NJ,05,H8NJ05052,(I),Scott,Garrett,"Garrett, Scott",,R,21523,100%,,,171220,57.567453979995%,,,
2166,New Jersey,NJ,05,,,,,,Party Votes:,R,21523,,,,,,,,
2167,New Jersey,NJ,05,H4NJ05077,,Dorothea Anne,Wolfe,"Wolfe, Dorothea Anne",,D,7588,82.7029972752044%,,,122259,41.1058249978986%,,,
2168,New Jersey,NJ,05,H4NJ05093,,Frank,Fracasso,"Fracasso, Frank",,D,1587,17.2970027247956%,,,,,,,
2169,New Jersey,NJ,05,,,,,,Party Votes:,D,9175,,,,,,,,
2170,New Jersey,NJ,05,H4NJ05119,,Victor,Kaplan,"Kaplan, Victor",,LBT,,,,,1857,0.624359082121543%,,,
2171,New Jersey,NJ,05,H4NJ05127,,Thomas A.,Phelan,"Phelan, Thomas A.",,NJC,,,,,1515,0.509372110616122%,,,
2172,New Jersey,NJ,05,H4NJ05101,,Gregory,Pason,"Pason, Gregory",,SOC,,,,,574,0.192989829368748%,,,
2173,New Jersey,NJ,05,,,,,,District Votes:,,30698,,,,297425,,,,
2174,New Jersey,NJ,06,H8NJ03073,(I),"Frank, Jr.",Pallone,"Pallone, Frank, Jr.",,D,14451,100%,,,153981,66.9043367180677%,,,
2175,New Jersey,NJ,06,,,,,,Party Votes:,D,14451,,,,,,,,
2176,New Jersey,NJ,06,H4NJ06083,,Sylvester,Fernandez,"Fernandez, Sylvester",,R,5623,100%,,,70942,30.8241111270427%,,,
2177,New Jersey,NJ,06,,,,,,Party Votes:,R,5623,,,,,,,,
2178,New Jersey,NJ,06,H4NJ06091,,Virginia A.,Flynn,"Flynn, Virginia A.",,LBT,,,,,2829,1.22919300806862%,,,
2179,New Jersey,NJ,06,H2NJ06160,,Mac Dara F.X.,Lyden,"Lyden, Mac Dara F.X.",,HMR,,,,,2399,1.042359146821%,,,
2180,New Jersey,NJ,06,,,,,,District Votes:,,20074,,,,230151,,,,
2181,New Jersey,NJ,07,H8NJ06118,(I),Mike,Ferguson,"Ferguson, Mike",,R,13456,100%,,,162597,56.8825280657135%,,,
2182,New Jersey,NJ,07,,,,,,Party Votes:,R,13456,,,,,,,,
2183,New Jersey,NJ,07,H4NJ07065,,Steve,Brozak,"Brozak, Steve",,D,9094,100%,,,119081,41.6589993947811%,,,
2184,New Jersey,NJ,07,,,,,,Party Votes:,D,9094,,,,,,,,
2185,New Jersey,NJ,07,H2NJ12101,,Thomas D.,Abrams,"Abrams, Thomas D.",,LBT,,,,,2153,0.75320013853565%,,,
2186,New Jersey,NJ,07,H4NJ07081,,Matthew Angus,Williams,"Williams, Matthew Angus",,I  ,,,,,2016,0.70527240096975%,,,
2187,New Jersey,NJ,07,,,,,,District Votes:,,22550,,,,285847,,,,
2188,New Jersey,NJ,08,H6NJ08118,(I),"Bill, Jr.",Pascrell,"Pascrell, Bill, Jr.",,D,12143,100%,,,152001,69.4639429668221%,,,
2189,New Jersey,NJ,08,,,,,,Party Votes:,D,12143,,,,,,,,
2190,New Jersey,NJ,08,H4NJ08063,,George,Ajjan,"Ajjan, George",,R,4506,100%,,,62747,28.6751668037657%,,,
2191,New Jersey,NJ,08,,,,,,Party Votes:,R,4506,,,,,,,,
2192,New Jersey,NJ,08,H0NJ08095,,Joseph A.,Fortunato,"Fortunato, Joseph A.",,GRN,,,,,4072,1.8608902294123%,,,
2193,New Jersey,NJ,08,,,,,,District Votes:,,16649,,,,218820,,,,
2194,New Jersey,NJ,09,H6NJ09165,(I),Steven R.,Rothman,"Rothman, Steven R.",,D,18366,100%,,,146038,67.5317108360193%,,,
2195,New Jersey,NJ,09,,,,,,Party Votes:,D,18366,,,,,,,,
2196,New Jersey,NJ,09,H4NJ09087,,Edward,Trawinski,"Trawinski, Edward",,W(R)/R,211,100%,,,68564,31.7057493375753%,,,
2197,New Jersey,NJ,09,,,,,,Party Votes:,R,211,,,,,,,,
2198,New Jersey,NJ,09,H4NJ09103,,David,Daly,"Daly, David",,LBT,,,,,1649,0.762539826405427%,,,
2199,New Jersey,NJ,09,,,,,,District Votes:,,18577,,,,216251,,,,
2200,New Jersey,NJ,10,H0NJ10026,(I),Donald M.,Payne,"Payne, Donald M.",,D,26063,100%,,,155697,96.8789083646003%,,,
2201,New Jersey,NJ,10,,,,,,Party Votes:,D,26063,,,,,,,,
2202,New Jersey,NJ,10,H4NJ10069,,Toy-Ling,Washington,"Washington, Toy-Ling",,GRN,,,,,2927,1.82125901451656%,,,
2203,New Jersey,NJ,10,H4NJ10077,,Sara J.,Lobman,"Lobman, Sara J.",,SWP,,,,,2089,1.29983262088319%,,,
2204,New Jersey,NJ,10,,,,,,District Votes:,,26063,,,,160713,,,,
2205,New Jersey,NJ,11,H2NJ05014,(I),Rodney P.,Frelinghuysen,"Frelinghuysen, Rodney P.",,R,24997,100%,,,200915,67.8762305660097%,,,
2206,New Jersey,NJ,11,,,,,,Party Votes:,R,24997,,,,,,,,
2207,New Jersey,NJ,11,H4NJ11083,,James W.,Buell,"Buell, James W.",,D,8548,100%,,,91811,31.0170201552692%,,,
2208,New Jersey,NJ,11,,,,,,Party Votes:,D,8548,,,,,,,,
2209,New Jersey,NJ,11,H8NJ11076,,John,Mele,"Mele, John",,IMN,,,,,1746,0.589860879318383%,,,
2210,New Jersey,NJ,11,H6NJ11096,,Austin S.,Lett,"Lett, Austin S.",,LBT,,,,,1530,0.516888399402707%,,,
2211,New Jersey,NJ,11,,,,,,District Votes:,,33545,,,,296002,,,,
2212,New Jersey,NJ,12,H6NJ12144,(I),Rush,Holt,"Holt, Rush",,D,14832,100%,,,171691,59.2477181358593%,,,
2213,New Jersey,NJ,12,,,,,,Party Votes:,D,14832,,,,,,,,
2214,New Jersey,NJ,12,H4NJ12081,,Bill,Spadea,"Spadea, Bill",,R,8271,100%,,,115014,39.689424918474%,,,
2215,New Jersey,NJ,12,,,,,,Party Votes:,R,8271,,,,,,,,
2216,New Jersey,NJ,12,H4NJ12115,,Ken,Chazotte,"Chazotte, Ken",,LBT,,,,,1562,0.539020308159498%,,,
2217,New Jersey,NJ,12,H4NJ12107,,Daryl M.,Brooks,"Brooks, Daryl M.",,GRN,,,,,1518,0.523836637507117%,,,
2218,New Jersey,NJ,12,,,,,,District Votes:,,23103,,,,289785,,,,
2219,New Jersey,NJ,13,H2NJ13075,(I),Robert,Menendez,"Menendez, Robert",,D,34807,87.2224728111061%,,,121018,75.853855748679%,,,
2220,New Jersey,NJ,13,H4NJ13154,,Steven,Fulop,"Fulop, Steven",,D,5099,12.7775271888939%,,,,,,,
2221,New Jersey,NJ,13,,,,,,Party Votes:,D,39906,,,,,,,,
2222,New Jersey,NJ,13,H4NJ13162,,Richard W.,Piatkowski,"Piatkowski, Richard W.",,R,3199,100%,,,35288,22.1184523100645%,,,
2223,New Jersey,NJ,13,,,,,,Party Votes:,R,3199,,,,,,,,
2224,New Jersey,NJ,13,H6NJ13134,,Dick,Hester,"Hester, Dick",,PLC,,,,,1282,0.803555198977065%,,,
2225,New Jersey,NJ,13,H6NJ09058,,Herbert H.,Shaw,"Shaw, Herbert H.",,PC,,,,,1066,0.668166803517591%,,,
2226,New Jersey,NJ,13,H4NJ13170,,Angela L.,Lariscy,"Lariscy, Angela L.",,SWP,,,,,887,0.555969938761823%,,,
2227,New Jersey,NJ,13,,,,,,District Votes:,,43105,,,,159541,,,,
2228,New Jersey,NJ,H,,,,,,House Votes:,,341055,,,,3284595,,,,
2229,New Jersey,NJ,,,,,,,Total State Votes:,,341055,,,,3284595,,,,
2230,New Mexico,NM,01,H8NM01174,(I),Heather A.,Wilson,"Wilson, Heather A.",,R,15690,100%,,,147372,54.3998818774109%,,,
2231,New Mexico,NM,01,,,,,,Party Votes:,R,15690,,,,,,,,
2232,New Mexico,NM,01,H2NM01086,,Richard M.,Romero,"Romero, Richard M.",,D,20632,58.2824858757062%,,,123339,45.5285063029475%,,,
2233,New Mexico,NM,01,H4NM01066,,Miles Jay,Nelson,"Nelson, Miles Jay",,D,14768,41.7175141242938%,,,,,,,
2234,New Mexico,NM,01,,,,,,Party Votes:,D,35400,,,,,,,,
2235,New Mexico,NM,01,H8NM03063,,Orlin G.,Cole,"Cole, Orlin G.",,W,,,,,194,0.0716118196415718%,,,
2236,New Mexico,NM,01,,,,,,District Votes:,,51090,,,,270905,,,,
2237,New Mexico,NM,02,H2NM02126,(I),Steve,Pearce,"Pearce, Steve",,R,18644,100%,,,130498,60.1955809769823%,,,
2238,New Mexico,NM,02,,,,,,Party Votes:,R,18644,,,,,,,,
2239,New Mexico,NM,02,H4NM02056,,Gary K.,King,"King, Gary K.",,D,22779,64.8715612006607%,,,86292,39.8044190230177%,,,
2240,New Mexico,NM,02,H4NM02049,,Jeff,Steinborn,"Steinborn, Jeff",,D,12335,35.1284387993393%,,,,,,,
2241,New Mexico,NM,02,,,,,,Party Votes:,D,35114,,,,,,,,
2242,New Mexico,NM,02,,,,,,District Votes:,,53758,,,,216790,,,,
2243,New Mexico,NM,03,H8NM03097,(I),Tom,Udall,"Udall, Tom",,D,50871,100%,,,175269,68.6779987774486%,,,
2244,New Mexico,NM,03,,,,,,Party Votes:,D,50871,,,,,,,,
2245,New Mexico,NM,03,H4NM03062,,Gregory M.,Tucker,"Tucker, Gregory M.",,R,14038,100%,,,79935,31.3220012225514%,,,
2246,New Mexico,NM,03,,,,,,Party Votes:,R,14038,,,,,,,,
2247,New Mexico,NM,03,,,,,,District Votes:,,64909,,,,255204,,,,
2248,New Mexico,NM,H,,,,,,House Votes:,,169757,,,,742899,,,,
2249,New Mexico,NM,,,,,,,Total State Votes:,,169757,,,,742899,,,,
2250,New York,NY,01,H2NY01067,(I),Timothy H.,Bishop,"Bishop, Timothy H.",,,,,,Combined Parties:,156354,56.2001948175652%,,,
2251,New York,NY,01,H2NY01067,(I),Timothy H.,Bishop,"Bishop, Timothy H.",,D,Unopposed,,,,140878,50.6374703909651%,,,
2252,New York,NY,01,H2NY01067,(I),Timothy H.,Bishop,"Bishop, Timothy H.",,IDP,Unopposed,,,,9657,3.47113141559044%,,,
2253,New York,NY,01,H2NY01067,(I),Timothy H.,Bishop,"Bishop, Timothy H.",,WF,Unopposed,,,,5819,2.09159301100971%,,,
2254,New York,NY,01,H4NY01089,,William,"Manger, Jr.","Manger, William, Jr.",,,,,,Combined Parties:,121855,43.7998051824348%,,,
2255,New York,NY,01,H4NY01089,,William,"Manger, Jr.","Manger, William, Jr.",,R,Unopposed,,,,110786,39.8211416596875%,,,
2256,New York,NY,01,H4NY01089,,William,"Manger, Jr.","Manger, William, Jr.",,C,Unopposed,,,,11069,3.97866352274729%,,,
2257,New York,NY,01,,,,,,District Votes:,,n/a,,,,278209,,,,
2258,New York,NY,02,H0NY02085,(I),Steve J.,Israel,"Israel, Steve J.",,,,,,Combined Parties:,161593,66.62447483539%,,,
2259,New York,NY,02,H0NY02085,(I),Steve J.,Israel,"Israel, Steve J.",,D,Unopposed,,,,147197,60.6890324602235%,,,
2260,New York,NY,02,H0NY02085,(I),Steve J.,Israel,"Israel, Steve J.",,IDP,Unopposed,,,,9508,3.92012962649922%,,,
2261,New York,NY,02,H0NY02085,(I),Steve J.,Israel,"Israel, Steve J.",,WF,Unopposed,,,,4888,2.01531274866725%,,,
2262,New York,NY,02,H4NY02053,,Richard,Hoffmann,"Hoffmann, Richard",,,,,,Combined Parties:,80950,33.37552516461%,,,
2263,New York,NY,02,H4NY02053,,Richard,Hoffmann,"Hoffmann, Richard",,R,Unopposed,,,,72953,30.0783778546485%,,,
2264,New York,NY,02,H4NY02053,,Richard,Hoffmann,"Hoffmann, Richard",,C,Unopposed,,,,7997,3.29714730996153%,,,
2265,New York,NY,02,,,,,,District Votes:,,n/a,,,,242543,,,,
2266,New York,NY,03,H2NY03089,(I),Peter,King,"King, Peter",,,,,,Combined Parties:,171259,62.9637935851998%,,,
2267,New York,NY,03,H2NY03089,(I),Peter,King,"King, Peter",,C,Unopposed,,,,12022,4.41991793996971%,,,
2268,New York,NY,03,H2NY03089,(I),Peter,King,"King, Peter",,IDP,Unopposed,,,,7914,2.90960161178841%,,,
2269,New York,NY,03,H2NY03089,(I),Peter,King,"King, Peter",,R,8110,83.6427392739274%,,,151323,55.6342740334417%,,,
2270,New York,NY,03,H8NY03045,,Robert,Previdi,"Previdi, Robert",,R,1564,16.1303630363036%,,,,,,,
2271,New York,NY,03,,,,Scattered,Scattered,,W(R),22,0.226897689768977%,,,,,,,
2272,New York,NY,03,,,,,,Party Votes:,R,9696,,,,,,,,
2273,New York,NY,03,H4NY03069,,Blair H.,"Mathies, Jr.","Mathies, Blair H., Jr.",,D,Unopposed,,,,100737,37.0362064148002%,,,
2274,New York,NY,03,,,,,,District Votes:,,9696,,,,271996,,,,
2275,New York,NY,04,H6NY04112,(I),Carolyn,McCarthy,"McCarthy, Carolyn",,,,,,Combined Parties:,159969,62.9526582975877%,,,
2276,New York,NY,04,H6NY04112,(I),Carolyn,McCarthy,"McCarthy, Carolyn",,D,Unopposed,,,,148615,58.4845145802999%,,,
2277,New York,NY,04,H6NY04112,(I),Carolyn,McCarthy,"McCarthy, Carolyn",,WF,Unopposed,,,,4403,1.7327141788989%,,,
2278,New York,NY,04,H6NY04112,(I),Carolyn,McCarthy,"McCarthy, Carolyn",,IDP,280,67.1462829736211%,,,6951,2.73542953838889%,,,
2279,New York,NY,04,H4NY04059,,James A.,Garner,"Garner, James A.",,IDP,137,32.8537170263789%,,,,,,,
2280,New York,NY,04,,,,,,Party Votes:,IDP,417,,,,,,,,
2281,New York,NY,04,H4NY04059,,James A.,Garner,"Garner, James A.",,,,,,Combined Parties:,94141,37.0473417024123%,,,
2282,New York,NY,04,H4NY04059,,James A.,Garner,"Garner, James A.",,R,Unopposed,,,,85505,33.648813505962%,,,
2283,New York,NY,04,H4NY04059,,James A.,Garner,"Garner, James A.",,C,Unopposed,,,,8636,3.39852819645036%,,,
2284,New York,NY,04,,,,,,District Votes:,,417,,,,254110,,,,
2285,New York,NY,05,H4NY07011,(I),Gary L.,Ackerman,"Ackerman, Gary L.",,,,,,Combined Parties:,119726,71.3329877681854%,,,
2286,New York,NY,05,H4NY07011,(I),Gary L.,Ackerman,"Ackerman, Gary L.",,D,Unopposed,,,,114132,68.0000714962375%,,,
2287,New York,NY,05,H4NY07011,(I),Gary L.,Ackerman,"Ackerman, Gary L.",,IDP,Unopposed,,,,2901,1.72842154181636%,,,
2288,New York,NY,05,H4NY07011,(I),Gary L.,Ackerman,"Ackerman, Gary L.",,WF,Unopposed,,,,2693,1.60449473013149%,,,
2289,New York,NY,05,H4NY05072,,Stephen,Graves,"Graves, Stephen",,,,,,Combined Parties:,46867,27.9234513617054%,,,
2290,New York,NY,05,H4NY05072,,Stephen,Graves,"Graves, Stephen",,C,Unopposed,,,,3865,2.30277464981739%,,,
2291,New York,NY,05,H4NY05072,,Stephen,Graves,"Graves, Stephen",,R,1461,74.9230769230769%,,,43002,25.620676711888%,,,
2292,New York,NY,05,H4NY05064,,Gonzalo,Policarpio,"Policarpio, Gonzalo",,R,481,24.6666666666667%,,,,,,,
2293,New York,NY,05,,,,Scattered,Scattered,,W(R),8,0.41025641025641%,,,,,,,
2294,New York,NY,05,,,,,,Party Votes:,R,1950,,,,,,,,
2295,New York,NY,05,H4NY05064,,Gonzalo,Policarpio,"Policarpio, Gonzalo",,FAA,,,,,1248,0.743560870109211%,,,
2296,New York,NY,05,,,,,,District Votes:,,1950,,,,167841,,,,
2297,New York,NY,06,H8NY06048,(I),Gregory W.,Meeks,"Meeks, Gregory W.",,,,,,Combined Parties:,129688,100%,,,
2298,New York,NY,06,H8NY06048,(I),Gregory W.,Meeks,"Meeks, Gregory W.",,D,Unopposed,,,,125127,96.48309789649%,,,
2299,New York,NY,06,H8NY06048,(I),Gregory W.,Meeks,"Meeks, Gregory W.",,WF,Unopposed,,,,4561,3.51690210350996%,,,
2300,New York,NY,06,,,,,,District Votes:,,n/a,,,,129688,,,,
2301,New York,NY,07,H8NY07046,(I),Joseph,Crowley,"Crowley, Joseph",,,,,,Combined Parties:,104275,80.9443965751457%,,,
2302,New York,NY,07,H8NY07046,(I),Joseph,Crowley,"Crowley, Joseph",,WF,Unopposed,,,,3893,3.02197588939863%,,,
2303,New York,NY,07,H8NY07046,(I),Joseph,Crowley,"Crowley, Joseph",,D,15738,63.352387086386%,,,100382,77.9224206857471%,,,
2304,New York,NY,07,H2NY17055,,Dennis ,Coleman,"Coleman, Dennis ",,D,4716,18.9839787456727%,,,,,,,
2305,New York,NY,07,H4NY07086,,Aniello V.,Grimaldi,"Grimaldi, Aniello V.",,D,2280,9.17800499154657%,,,,,,,
2306,New York,NY,07,H4NY07078,,Curtis,Brooks,"Brooks, Curtis",,D,2102,8.46147653168022%,,,,,,,
2307,New York,NY,07,,,,Scattered,Scattered,,W(D),6,0.0241526447145962%,,,,,,,
2308,New York,NY,07,,,,,,Party Votes:,D,24842,,,,,,,,
2309,New York,NY,07,H4NY07052,,Joseph,Cinquemain,"Cinquemain, Joseph",,,,,,Combined Parties:,24548,19.0556034248543%,,,
2310,New York,NY,07,H4NY07052,,Joseph,Cinquemain,"Cinquemain, Joseph",,R,Unopposed,,,,21843,16.9558231061224%,,,
2311,New York,NY,07,H4NY07052,,Joseph,Cinquemain,"Cinquemain, Joseph",,C,Unopposed,,,,2705,2.0997803187319%,,,
2312,New York,NY,07,,,,,,District Votes:,,24842,,,,128823,,,,
2313,New York,NY,08,H2NY17071,(I),Jerrold L.,Nadler,"Nadler, Jerrold L.",,,,,,Combined Parties:,162082,80.5088365901392%,,,
2314,New York,NY,08,H2NY17071,(I),Jerrold L.,Nadler,"Nadler, Jerrold L.",,D,Unopposed,,,,154098,76.543050436614%,,,
2315,New York,NY,08,H2NY17071,(I),Jerrold L.,Nadler,"Nadler, Jerrold L.",,WF,Unopposed,,,,7984,3.9657861535252%,,,
2316,New York,NY,08,H4NY08043,,Peter,Hort,"Hort, Peter",,,,,,Combined Parties:,39240,19.4911634098608%,,,
2317,New York,NY,08,H4NY08043,,Peter,Hort,"Hort, Peter",,R,Unopposed,,,,35177,17.4730034472139%,,,
2318,New York,NY,08,H4NY08043,,Peter,Hort,"Hort, Peter",,IDP,Unopposed,,,,2421,1.20255113698453%,,,
2319,New York,NY,08,H4NY08043,,Peter,Hort,"Hort, Peter",,C,Unopposed,,,,1642,0.815608825662372%,,,
2320,New York,NY,08,,,,,,District Votes:,,n/a,,,,201322,,,,
2321,New York,NY,09,H8NY09091,(I),Anthony D.,Weiner,"Weiner, Anthony D.",,,,,,Combined Parties:,113025,71.3199474999369%,,,
2322,New York,NY,09,H8NY09091,(I),Anthony D.,Weiner,"Weiner, Anthony D.",,D,Unopposed,,,,108577,68.5132133572276%,,,
2323,New York,NY,09,H8NY09091,(I),Anthony D.,Weiner,"Weiner, Anthony D.",,WF,Unopposed,,,,4448,2.80673414270931%,,,
2324,New York,NY,09,H4NY09082,,Gerard J.,Cronin,"Cronin, Gerard J.",,,,,,Combined Parties:,45451,28.6800525000631%,,,
2325,New York,NY,09,H4NY09082,,Gerard J.,Cronin,"Cronin, Gerard J.",,R,Unopposed,,,,39648,25.0182993008405%,,,
2326,New York,NY,09,H4NY09082,,Gerard J.,Cronin,"Cronin, Gerard J.",,C,Unopposed,,,,4141,2.61301395794947%,,,
2327,New York,NY,09,H4NY09082,,Gerard J.,Cronin,"Cronin, Gerard J.",,IDP,Unopposed,,,,1662,1.04873924127313%,,,
2328,New York,NY,09,,,,,,District Votes:,,n/a,,,,158476,,,,
2329,New York,NY,10,H2NY11017,(I),Edolphus,Towns,"Towns, Edolphus",,,,,,Combined Parties:,136113,91.494696368794%,,,
2330,New York,NY,10,H2NY11017,(I),Edolphus,Towns,"Towns, Edolphus",,D,Unopposed,,,,130265,87.563690628235%,,,
2331,New York,NY,10,H2NY11017,(I),Edolphus,Towns,"Towns, Edolphus",,WF,7,77.7777777777778%,,,5848,3.931005740559%,,,
2332,New York,NY,10,,,,Scattered,Scattered,,W(WF),2,22.2222222222222%,,,,,,,
2333,New York,NY,10,,,,,,Party Votes:,WF,9,,,,,,,,
2334,New York,NY,10,H4NY10072,,Harvey R.,Clarke,"Clarke, Harvey R.",,R,Unopposed,,,,11099,7.46071010849253%,,,
