#,STATE,STATE ABBREVIATION,DISTRICT,FEC ID,INCUMBENT INDICATOR,FIRST NAME,LAST NAME,"LAST NAME, FIRST",TOTAL VOTES,PARTY,PRIMARY,PRIMARY %,RUNOFF,RUNOFF %,GENERAL,GENERAL %,GE RUNOFF,GE RUNOFF %,"COMBINED GE PARTY TOTALS (NY, SC)","COMBINED % (NY, SC)",Notes (See Endnotes Tab)
1871,Missouri,MO,05,,,,,,Party Votes:,DEM,38734,,,,,,,,,,
1872,Missouri,MO,05,H6MO05189,,Jacob,Turk,"Turk, Jacob",,REP,14186,100%,,,68456,32.3029081866185%,,,,,
1873,Missouri,MO,05,,,,,,Party Votes:,REP,14186,,,,,,,,,,
1874,Missouri,MO,05,H6MO05197,,Randall David (Randy),Langkraehr,"Langkraehr, Randall David (Randy)",,LBT,189,100%,,,7314,3.45131866420661%,,,,,
1875,Missouri,MO,05,,,,,,Party Votes:,LBT,189,,,,,,,,,,
1876,Missouri,MO,05,,,,,,District Votes:,,53109,,,,211919,,,,,,
1877,Missouri,MO,06,H0MO06073,(I),Sam,Graves,"Graves, Sam",,REP,33129,100%,,,150882,61.6360628280806%,,,,,
1878,Missouri,MO,06,,,,,,Party Votes:,REP,33129,,,,,,,,,,
1879,Missouri,MO,06,H6MO06187,,Sara Jo,Shettles,"Shettles, Sara Jo",,DEM,29473,100%,,,87477,35.7347985048714%,,,,,
1880,Missouri,MO,06,,,,,,Party Votes:,DEM,29473,,,,,,,,,,
1881,Missouri,MO,06,H2MO06178,,Erik,Buck,"Buck, Erik",,LBT,167,100%,,,4757,1.94325864498866%,,,,,
1882,Missouri,MO,06,,,,,,Party Votes:,LBT,167,,,,,,,,,,
1883,Missouri,MO,06,H6MO06195,,Shirley A. ,Yurkonis,"Yurkonis, Shirley A. ",,PRO,,,,,1679,0.685880022059274%,,,,,
1884,Missouri,MO,06,,,,,,District Votes:,,62769,,,,244795,,,,,,
1885,Missouri,MO,07,H6MO07128,(I),Roy,Blunt,"Blunt, Roy",,REP,47758,79.9337205215325%,,,160942,66.7468470448692%,,,,,
1886,Missouri,MO,07,H6MO07185,,Clendon L.,Kinder,"Kinder, Clendon L.",,REP,5197,8.69834468676252%,,,,,,,,,
1887,Missouri,MO,07,H6MO07193,,Midge,Potts,"Potts, Midge",,REP,4294,7.1869717307982%,,,,,,,,,
1888,Missouri,MO,07,H6MO07077,,"Bernard F., Jr.",Kennetz,"Kennetz, Bernard F., Jr.",,REP,2498,4.18096306090682%,,,,,,,,,
1889,Missouri,MO,07,,,,,,Party Votes:,REP,59747,,,,,,,,,,
1890,Missouri,MO,07,H6MO07169,,Jack,Truman,"Truman, Jack",,DEM,6896,45.8571618566299%,,,72592,30.105796626618%,,,,,
1891,Missouri,MO,07,H0MO07097,,Ron,Lapham,"Lapham, Ron",,DEM,4370,29.0597153876845%,,,,,,,,,
1892,Missouri,MO,07,H0MO07089,,Charles,Christrup,"Christrup, Charles",,DEM,3772,25.0831227556856%,,,,,,,,,
1893,Missouri,MO,07,,,,,,Party Votes:,DEM,15038,,,,,,,,,,
1894,Missouri,MO,07,H4MO07107,,Kevin,Craig,"Craig, Kevin",,LBT,224,100%,,,7566,3.13781762834736%,,,,,
1895,Missouri,MO,07,,,,,,Party Votes:,LBT,224,,,,,,,,,,
1896,Missouri,MO,07,H4MO07107,,Glenn,Miller,"Miller, Glenn",,W,,,,,23,0.00953870016547571%,,,,,
1897,Missouri,MO,07,,,,,,District Votes:,,75009,,,,241123,,,,,,
1898,Missouri,MO,08,H6MO08084,(I),Jo Ann,Emerson,"Emerson, Jo Ann",,REP,43527,100%,,,156164,71.6384771708664%,,,,,
1899,Missouri,MO,08,,,,,,Party Votes:,REP,43527,,,,,,,,,,
1900,Missouri,MO,08,H6MO08100,,Veronica J.,Hambacker,"Hambacker, Veronica J.",,DEM,15279,39.5449957294821%,,,57557,26.4036258710302%,,,,,
1901,Missouri,MO,08,H4MO08071,,Gene,Curtis,"Curtis, Gene",,DEM,13305,34.4359034086497%,,,,,,,,,
1902,Missouri,MO,08,H2MO08042,,E. Earl,Durnell,"Durnell, E. Earl",,DEM,10053,26.0191008618682%,,,,,,,,,
1903,Missouri,MO,08,,,,,,Party Votes:,DEM,38637,,,,,,,,,,
1904,Missouri,MO,08,H6MO08118,,Branden C.,McCullough,"McCullough, Branden C.",,LBT,155,100%,,,4268,1.95789695810339%,,,,,
1905,Missouri,MO,08,,,,,,Party Votes:,LBT,155,,,,,,,,,,
1906,Missouri,MO,08,,,,,,District Votes:,,82319,,,,217989,,,,,,
1907,Missouri,MO,09,H4MO09046,(I),Kenny C.,Hulshof,"Hulshof, Kenny C.",,REP,36026,100%,,,149114,61.4469796555831%,,,,,
1908,Missouri,MO,09,,,,,,Party Votes:,REP,36026,,,,,,,,,,
1909,Missouri,MO,09,H2MO09099,,Duane N.,Burghard,"Burghard, Duane N.",,DEM,38426,100%,,,87145,35.9107598353326%,,,,,
1910,Missouri,MO,09,,,,,,Party Votes:,DEM,38426,,,,,,,,,,
1911,Missouri,MO,09,H6MO09223,,Steven R.,Hedrick,"Hedrick, Steven R.",,LBT,247,100%,,,3925,1.6174161725134%,,,,,
1912,Missouri,MO,09,,,,,,Party Votes:,LBT,247,,,,,,,,,,
1913,Missouri,MO,09,H6MO09231,,Bill,Hastings,"Hastings, Bill",,PRO,,,,,2487,1.02484433657091%,,,,,
1914,Missouri,MO,09,,,,,,District Votes:,,74699,,,,242671,,,,,,
1915,Missouri,MO,H,,,,,,House Votes:,,604098,,,,2097322,,,,,,
1916,Montana,MT,S,S6MT00162,,Jon,Tester,"Tester, Jon",,DEM,65757,60.7746908445628%,,,199845,49.1617569279591%,,,,,
1917,Montana,MT,S,S6MT00147,,John ,Morrison,"Morrison, John ",,DEM,38394,35.4849442688405%,,,,,,,,,
1918,Montana,MT,S,S6MT00170,,Paul ,Richards,"Richards, Paul ",,DEM,1636,1.51204273646463%,,,,,,,,,
1919,Montana,MT,S,S6MT00188,,Robert,Candee,"Candee, Robert",,DEM,1471,1.35954453871606%,,,,,,,,,
1920,Montana,MT,S,S6MT00196,,Kenneth A.,Marcure,"Marcure, Kenneth A.",,DEM,940,0.868777611416108%,,,,,,,,,
1921,Montana,MT,S,,,,,,Party Votes:,DEM,108198,,,,,,,,,,
1922,Montana,MT,S,S8MT00119,(I),Conrad,Burns,"Burns, Conrad",,REP,70434,72.2600104644363%,,,196283,48.285506943334%,,,,,
1923,Montana,MT,S,S6MT00204,,Bob,Keenan,"Keenan, Bob",,REP,21754,22.3179752341674%,,,,,,,,,
1924,Montana,MT,S,S6MT00212,,Bob,Kelleher,"Kelleher, Bob",,REP,4082,4.18782637243134%,,,,,,,,,
1925,Montana,MT,S,S6MT00220,,Daniel Lloyd,Neste Huffman,"Neste Huffman, Daniel Lloyd",,REP,1203,1.23418792896494%,,,,,,,,,
1926,Montana,MT,S,,,,,,Party Votes:,REP,97473,,,,,,,,,,
1927,Montana,MT,S,S2MT00088,,Stan,Jones,"Jones, Stan",,LBT,,,,,10377,2.5527361287069%,,,,,
1928,Montana,MT,S,,,,,,Senate Votes:,,205671,,,,406505,,,,,,
1929,Montana,MT,00,H0MT00033,(I),Denny,Rehberg,"Rehberg, Denny",,REP,91836,100%,,,239124,58.8781042710042%,,,,,
1930,Montana,MT,00,,,,,,Party Votes:,REP,91836,,,,,,,,,,
1931,Montana,MT,00,H6MT00063,,Monica J.,Lindeen,"Lindeen, Monica J.",,DEM,66364,71.0885446793924%,,,158916,39.128957437693%,,,,,
1932,Montana,MT,00,H6MT00071,,Eric Jon,Gunderson,"Gunderson, Eric Jon",,DEM,26990,28.9114553206076%,,,,,,,,,
1933,Montana,MT,00,,,,,,Party Votes:,DEM,93354,,,,,,,,,,
1934,Montana,MT,00,H8MT01141,,Mike,Fellows,"Fellows, Mike",,LBT,,,,,8085,1.99072227392929%,,,,,
1935,Montana,MT,00,H8MT01141,,Walter Michael,Wlaysewski,"Wlaysewski, Walter Michael",,W,,,,,9,0.00221601737357621%,,,,,
1936,Montana,MT,00,,,,,,District Votes:,,185190,,,,406134,,,,,,
1937,Montana,MT,H,,,,,,House Votes:,,185190,,,,406134,,,,,,
1938,Nebraska,NE,S,S6NE00095,(I),Ben,Nelson,"Nelson, Ben",,DEM,91592,100%,,,378388,63.8827922933029%,,,,,
1939,Nebraska,NE,S,,,,,,Party Votes:,DEM,91592,,,,,,,,,,
1940,Nebraska,NE,S,S6NE00095,(I),Ben,Nelson,"Nelson, Ben",,N(DEM),909,100%,,,,,,,,,
1941,Nebraska,NE,S,,,,,,Party Votes:,N(DEM),909,,,,,,,,,,
1942,Nebraska,NE,S,S6NE00129,,Pete,Ricketts,"Ricketts, Pete",,REP,127795,48.0703404175287%,,,213928,36.1172077066971%,,,,,
1943,Nebraska,NE,S,S6NE00079,,Don,Stenberg,"Stenberg, Don",,REP,95101,35.7724280609366%,,,,,,,,,
1944,Nebraska,NE,S,H6NE03107,,David J.,Kramer,"Kramer, David J.",,REP,42954,16.1572315215347%,,,,,,,,,
1945,Nebraska,NE,S,,,,,,Party Votes:,REP,265850,,,,,,,,,,
1946,Nebraska,NE,S,S6NE00129,,Pete,Ricketts,"Ricketts, Pete",,N(REP),1848,45.0292397660819%,,,,,,,,,
1947,Nebraska,NE,S,S6NE00079,,Don,Stenberg,"Stenberg, Don",,N(REP),1395,33.9912280701754%,,,,,,,,,
1948,Nebraska,NE,S,H6NE03107,,David J.,Kramer,"Kramer, David J.",,N(REP),861,20.9795321637427%,,,,,,,,,
1949,Nebraska,NE,S,,,,,,Party Votes:,N(REP),4104,,,,,,,,,,
1950,Nebraska,NE,S,,,,,,Senate Votes:,,362455,,,,592316,,,,,,
1951,Nebraska,NE,01,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,REP,78960,100%,,,121015,58.3556359252562%,,,,,
1952,Nebraska,NE,01,,,,,,Party Votes:,REP,78960,,,,,,,,,,
1953,Nebraska,NE,01,H4NE01064,(I),Jeff,Fortenberry,"Fortenberry, Jeff",,N(REP),2228,100%,,,,,,,,,
1954,Nebraska,NE,01,,,,,,Party Votes:,N(REP),2228,,,,,,,,,,
1955,Nebraska,NE,01,H6NE01093,,Maxine B.,Moul,"Moul, Maxine B.",,DEM,22818,70.9735614307932%,,,86360,41.6443640747438%,,,,,
1956,Nebraska,NE,01,H6NE01101,,James,Wilson,"Wilson, James",,DEM,9332,29.0264385692068%,,,,,,,,,
1957,Nebraska,NE,01,,,,,,Party Votes:,DEM,32150,,,,,,,,,,
1958,Nebraska,NE,01,H6NE01093,,Maxine B.,Moul,"Moul, Maxine B.",,N(DEM),520,72.6256983240224%,,,,,,,,,
1959,Nebraska,NE,01,H6NE01101,,James,Wilson,"Wilson, James",,N(DEM),196,27.3743016759777%,,,,,,,,,
1960,Nebraska,NE,01,,,,,,Party Votes:,N(DEM),716,,,,,,,,,,
1961,Nebraska,NE,01,,,,,,District Votes:,,114054,,,,207375,,,,,,
1962,Nebraska,NE,02,H8NE02139,(I),Lee,Terry,"Terry, Lee",,REP,52807,83.6400785605677%,,,99475,54.6629006643624%,,,,,
1963,Nebraska,NE,02,H8NE02204,,Steven,Laird,"Laird, Steven",,REP,10329,16.3599214394323%,,,,,,,,,
1964,Nebraska,NE,02,,,,,,Party Votes:,REP,63136,,,,,,,,,,
1965,Nebraska,NE,02,H8NE02139,(I),Lee,Terry,"Terry, Lee",,N(REP),83,61.9402985074627%,,,,,,,,,
1966,Nebraska,NE,02,H8NE02204,,Steven,Laird,"Laird, Steven",,N(REP),51,38.0597014925373%,,,,,,,,,
1967,Nebraska,NE,02,,,,,,Party Votes:,N(REP),134,,,,,,,,,,
1968,Nebraska,NE,02,H6NE02117,,Jim,Esch,"Esch, Jim",,DEM,21321,100%,,,82504,45.3370993356376%,,,,,
1969,Nebraska,NE,02,,,,,,Party Votes:,DEM,21321,,,,,,,,,,
1970,Nebraska,NE,02,H6NE02117,,Jim,Esch,"Esch, Jim",,N(DEM),31,100%,,,,,,,,,
1971,Nebraska,NE,02,,,,,,Party Votes:,N(DEM),31,,,,,,,,,,
1972,Nebraska,NE,02,,,,,,District Votes:,,84622,,,,181979,,,,,,
1973,Nebraska,NE,03,H6NE03115,,Adrian,Smith,"Smith, Adrian",,REP,42010,39.5887519318482%,,,113687,54.9921879912738%,,,,,
1974,Nebraska,NE,03,H6NE03107,,John,Hanson,"Hanson, John",,REP,30349,28.5998341437672%,,,,,,,,,
1975,Nebraska,NE,03,H6NE03123,,Jay,Vavricek,"Vavricek, Jay",,REP,28844,27.1815748803196%,,,,,,,,,
1976,Nebraska,NE,03,H6NE03099,,David,Harris,"Harris, David",,REP,2912,2.74416676090316%,,,,,,,,,
1977,Nebraska,NE,03,H6NE03149,,Douglas,Polk,"Polk, Douglas",,REP,2001,1.88567228316182%,,,,,,,,,
1978,Nebraska,NE,03,,,,,,Party Votes:,REP,106116,,,,,,,,,,
1979,Nebraska,NE,03,H6NE03123,,Jay,Vavricek,"Vavricek, Jay",,N(REP),380,48.6555697823303%,,,,,,,,,
1980,Nebraska,NE,03,H6NE03115,,Adrian,Smith,"Smith, Adrian",,N(REP),208,26.6325224071703%,,,,,,,,,
1981,Nebraska,NE,03,H6NE03107,,John,Hanson,"Hanson, John",,N(REP),152,19.4622279129321%,,,,,,,,,
1982,Nebraska,NE,03,H6NE03099,,David,Harris,"Harris, David",,N(REP),22,2.8169014084507%,,,,,,,,,
1983,Nebraska,NE,03,H6NE03149,,Douglas,Polk,"Polk, Douglas",,N(REP),19,2.43277848911652%,,,,,,,,,
1984,Nebraska,NE,03,,,,,,Party Votes:,N(REP),781,,,,,,,,,,
1985,Nebraska,NE,03,H6NE03131,,Scott,Kleeb,"Kleeb, Scott",,DEM,23777,100%,,,93046,45.0078120087262%,,,,,
1986,Nebraska,NE,03,,,,,,Party Votes:,DEM,23777,,,,,,,,,,
1987,Nebraska,NE,03,H6NE03131,,Scott,Kleeb,"Kleeb, Scott",,N(DEM),152,100%,,,,,,,,,
1988,Nebraska,NE,03,,,,,,Party Votes:,N(DEM),152,,,,,,,,,,
1989,Nebraska,NE,03,,,,,,District Votes:,,130826,,,,206733,,,,,,
1990,Nebraska,NE,H,,,,,,House Votes:,,329502,,,,596087,,,,,,
1991,Nevada,NV,S,S8NV00073,(I),John,Ensign,"Ensign, John",,REP,127023,90.4554712090354%,,,322501,55.3581359900579%,,,,,
1992,Nevada,NV,S,S6NV00168,,"Edward ""Fast Eddie""",Hamilton,"Hamilton, Edward ""Fast Eddie""",,REP,6649,4.73487815646675%,,,,,,,,,
1993,Nevada,NV,S,,,,None of These Candidates,None of These Candidates,,REP,6754,4.80965063449789%,,,,,,,,,
1994,Nevada,NV,S,,,,,,Party Votes:,,140426,,,,,,,,,,
1995,Nevada,NV,S,S6NV00150,,Jack,Carter,"Carter, Jack",,DEM,92270,78.2997573021503%,,,238796,40.989954889696%,,,,,
1996,Nevada,NV,S,,,,None of These Candidates,None of These Candidates,,DEM,14425,12.240966718148%,,,,,,,,,
1997,Nevada,NV,S,S6NV00184,,Ruby Jee,Tun,"Tun, Ruby Jee",,DEM,11147,9.45927597970163%,,,,,,,,,
1998,Nevada,NV,S,,,,,,Party Votes:,DEM,117842,,,,,,,,,,
1999,Nevada,NV,S,,,,None of These Candidates,None of These Candidates,,,,,,,8232,1.41304422457653%,,,,,
2000,Nevada,NV,S,S4NV00221,,David K.,Schumann,"Schumann, David K.",,IAP,,,,,7774,1.33442733258722%,,,,,15
2001,Nevada,NV,S,S6NV00176,,Brendan,Trainor,"Trainor, Brendan",,LBT,,,,,5269,0.904437563082331%,,,,,15
2002,Nevada,NV,S,,,,,,Senate Votes:,,258268,,,,582572,,,,,,
2003,Nevada,NV,01,H8NV01071,(I),Shelley,Berkley,"Berkley, Shelley",,DEM,29655,90.0765445598688%,,,85025,64.8432018547329%,,,,,
2004,Nevada,NV,01,H6NV01174,,"Asimo Sondra ""Silver""",Lawlor,"Lawlor, Asimo Sondra ""Silver""",,DEM,3267,9.92345544013122%,,,,,,,,,
2005,Nevada,NV,01,,,,,,Party Votes:,DEM,32922,,,,,,,,,,
2006,Nevada,NV,01,H6NV01158,,Kenneth,Wegner,"Wegner, Kenneth",,REP,10615,51.2430605841178%,,,40917,31.2048137640707%,,,,,
2007,Nevada,NV,01,H4NV01112,,Russ,Mickelson,"Mickelson, Russ",,REP,7907,38.1704079169684%,,,,,,,,,
2008,Nevada,NV,01,H6NV01182,,Michael Ace,Monroe,"Monroe, Michael Ace",,REP,2193,10.5865314989138%,,,,,,,,,
2009,Nevada,NV,01,,,,,,Party Votes:,REP,20715,,,,,,,,,,
2010,Nevada,NV,01,H4NV01138,,Jim,Duensing,"Duensing, Jim",,LBT,*,,,,2843,2.16817668771545%,,,,,15
2011,Nevada,NV,01,H6NV01166,,Darnell,Roberts,"Roberts, Darnell",,IAP,*,,,,2339,1.78380769348098%,,,,,15
2012,Nevada,NV,01,,,,,,District Votes:,,53637,,,,131124,,,,,,
2013,Nevada,NV,02,H6NV02164,,Dean,Heller,"Heller, Dean",,REP,24770,35.9027133580705%,,,117168,50.3463329953077%,,,,,
2014,Nevada,NV,02,H6NV02172,,Sharron E.,Angle,"Angle, Sharron E.",,REP,24349,35.2924976808905%,,,,,,,,,
2015,Nevada,NV,02,H6NV02156,,Dawn,Gibbons,"Gibbons, Dawn",,REP,17317,25.1000115955473%,,,,,,,,,
2016,Nevada,NV,02,H6NV02222,,Glenn,Thomas,"Thomas, Glenn",,REP,1835,2.65972866419295%,,,,,,,,,
2017,Nevada,NV,02,H6NV02214,,Richard,Gilster,"Gilster, Richard",,REP,721,1.0450487012987%,,,,,,,,,
2018,Nevada,NV,02,,,,,,Party Votes:,REP,68992,,,,,,,,,,
2019,Nevada,NV,02,H6NV02180,,Jill,Derby,"Derby, Jill",,DEM,Unopposed,,,,104593,44.9429366975473%,,,,,
2020,Nevada,NV,02,H6NV02230,,Daniel,Rosen,"Rosen, Daniel",,IND,*,,,,5524,2.3736271291315%,,,,,
2021,Nevada,NV,02,H6NV02206,,James C.,Kroshus,"Kroshus, James C.",,IAP,*,,,,5439,2.33710317801344%,,,,,15
2022,Nevada,NV,02,H6NV02198,,Scott,Babb,"Babb, Scott",,LBT,*,,,,,,,,,,15
2023,Nevada,NV,02,,,,,,District Votes:,,68992,,,,232724,,,,,,
2024,Nevada,NV,03,H0NV01078,(I),Jon,Porter,"Porter, Jon",,REP,Unopposed,,,,102232,48.4560074699378%,,,,,
2025,Nevada,NV,03,H6NV03022,,Tessa M.,Hafen,"Hafen, Tessa M.",,DEM,22118,57.571971471706%,,,98261,46.5738296228535%,,,,,
2026,Nevada,NV,03,H6NV03014,,Barry,Michaels,"Michaels, Barry",,DEM,6005,15.6306939455464%,,,,,,,,,
2027,Nevada,NV,03,H6NV03030,,Anna,Nevenic,"Nevenic, Anna",,DEM,4832,12.5774376594305%,,,,,,,,,
2028,Nevada,NV,03,H2NV03047,,Mark,Budetich,"Budetich, Mark",,DEM,3885,10.1124472903327%,,,,,,,,,
2029,Nevada,NV,03,H6NV03055,,Freddie L.,Warman,"Warman, Freddie L.",,DEM,1578,4.10744963298454%,,,,,,,,,
2030,Nevada,NV,03,,,,,,Party Votes:,DEM,38418,,,,,,,,,,
2031,Nevada,NV,03,H6NV03048,,Joshua,Hansen,"Hansen, Joshua",,IAP,*,,,,5329,2.52584380435968%,,,,,15
2032,Nevada,NV,03,H4NV03076,,Joseph P.,Silvestri,"Silvestri, Joseph P.",,LBT,*,,,,5157,2.4443191028491%,,,,,15
2033,Nevada,NV,03,,,,,,District Votes:,,38418,,,,210979,,,,,,
2034,Nevada,NV,H,,,,,,House Votes:,,161047,,,,574827,,,,,,
2035,New Hampshire,NH,01,H6NH01230,,Carol,Shea-Porter,"Shea-Porter, Carol",,DEM,12497,53.9827213822894%,,,100691,51.2743345707491%,,,,,
2036,New Hampshire,NH,01,H6NH01248,,"""Jim""",Craig,"Craig, ""Jim""",,DEM,7944,34.3153347732181%,,,,,,,,,
2037,New Hampshire,NH,01,H6NH01222,,Gary,Dodds,"Dodds, Gary",,DEM,1125,4.85961123110151%,,,,,,,,,
2038,New Hampshire,NH,01,H6NH01214,,Peter M.,Sullivan,"Sullivan, Peter M.",,DEM,1021,4.41036717062635%,,,,,,,,,
2039,New Hampshire,NH,01,H6NH01255,,"""Dave""",Jarvis,"Jarvis, ""Dave""",,DEM,422,1.82289416846652%,,,,,,,,,
2040,New Hampshire,NH,01,H2NH01130,(I),Jeb,Bradley,"Bradley, Jeb",,W(DEM),80,0.345572354211663%,,,,,,,,,
2041,New Hampshire,NH,01,,,,Scattered,Scattered,,W(DEM),57,0.24622030237581%,,,,,,,,,
2042,New Hampshire,NH,01,H6NH01263,,Michael,Callis,"Callis, Michael",,W(DEM),4,0.0172786177105832%,,,,,,,,,
2043,New Hampshire,NH,01,,,,,,Party Votes:,DEM,23150,,,,,,,,,,
2044,New Hampshire,NH,01,H2NH01130,(I),Jeb,Bradley,"Bradley, Jeb",,REP,20329,85.8742026781566%,,,95527,48.6446987172632%,,,,,
2045,New Hampshire,NH,01,H6NH01263,,Michael,Callis,"Callis, Michael",,REP,3128,13.2133654374182%,,,,,,,,,
2046,New Hampshire,NH,01,H6NH01230,,Carol,Shea-Porter,"Shea-Porter, Carol",,W(REP),74,0.312592404849407%,,,,,,,,,
2047,New Hampshire,NH,01,H6NH01248,,"""Jim""",Craig,"Craig, ""Jim""",,W(REP),72,0.304143961475098%,,,,,,,,,
2048,New Hampshire,NH,01,,,,Scattered,Scattered,,W(REP),58,0.24500485785494%,,,,,,,,,
2049,New Hampshire,NH,01,H6NH01222,,Gary,Dodds,"Dodds, Gary",,W(REP),10,0.0422422168715414%,,,,,,,,,
2050,New Hampshire,NH,01,H6NH01255,,"""Dave""",Jarvis,"Jarvis, ""Dave""",,W(REP),1,0.00422422168715414%,,,,,,,,,
2051,New Hampshire,NH,01,H6NH01214,,Peter M.,Sullivan,"Sullivan, Peter M.",,W(REP),1,0.00422422168715414%,,,,,,,,,
2052,New Hampshire,NH,01,,,,,,Party Votes:,REP,23673,,,,,,,,,,
2053,New Hampshire,NH,01,,,,Scattered,Scattered,,W,,,,,159,0.0809667119876564%,,,,,
2054,New Hampshire,NH,01,,,,,,District Votes:,,46823,,,,196377,,,,,,
2055,New Hampshire,NH,02,H4NH02175,,Paul W.,Hodes,"Hodes, Paul W.",,DEM,18002,98.4899879636722%,,,108743,52.7131444748221%,,,,,
2056,New Hampshire,NH,02,,,,Scattered,Scattered,,W(DEM),134,0.733121785753365%,,,,,,,,,
2057,New Hampshire,NH,02,H0NH02017,(I),Charles,Bass,"Bass, Charles",,W(DEM),111,0.607287449392713%,,,,,,,,,
2058,New Hampshire,NH,02,H6NH02139,,Robert A.,Danderson,"Danderson, Robert A.",,W(DEM),25,0.136776452565926%,,,,,,,,,
2059,New Hampshire,NH,02,H6NH02154,,Mary,Maxwell,"Maxwell, Mary",,W(DEM),6,0.0328263486158223%,,,,,,,,,
2060,New Hampshire,NH,02,,,,,,Party Votes:,DEM,18278,,,,,,,,,,
2061,New Hampshire,NH,02,H0NH02017,(I),Charles,Bass,"Bass, Charles",,REP,18068,75.2739240928217%,,,94088,45.6091365637058%,,,,,
2062,New Hampshire,NH,02,H6NH02139,,Robert A.,Danderson,"Danderson, Robert A.",,REP,3239,13.4941465650127%,,,,,,,,,
2063,New Hampshire,NH,02,H6NH02154,,Mary,Maxwell,"Maxwell, Mary",,REP,2557,10.6528350622839%,,,,,,,,,
2064,New Hampshire,NH,02,,,,Scattered,Scattered,,W(REP),93,0.387451568553931%,,,,,,,,,
2065,New Hampshire,NH,02,H4NH02175,,Paul W.,Hodes,"Hodes, Paul W.",,W(REP),46,0.191642711327751%,,,,,,,,,
2066,New Hampshire,NH,02,,,,,,Party Votes:,REP,24003,,,,,,,,,,
2067,New Hampshire,NH,02,H4NH02167,,"""Ken""",Blevens,"Blevens, ""Ken""",,LBT,,,,,3305,1.60209799701394%,,,,,15
2068,New Hampshire,NH,02,,,,Scattered,Scattered,,W,,,,,156,0.0756209644581467%,,,,,
2069,New Hampshire,NH,02,,,,,,District Votes:,,42281,,,,206292,,,,,,
2070,New Hampshire,NH,H,,,,,,House Votes:,,89104,,,,402669,,,,,,15
2071,New Jersey,NJ,S,S6NJ00289,(I),Robert,Menendez,"Menendez, Robert",,DEM,159604,84.0268710777914%,,,1200843,53.3691396267672%,,,,,
2072,New Jersey,NJ,S,S6NJ00297,,"James D., Jr.",Kelly,"Kelly, James D., Jr.",,DEM,30340,15.9731289222087%,,,,,,,,,
2073,New Jersey,NJ,S,,,,,,Party Votes:,DEM,189944,,,,,,,,,,
2074,New Jersey,NJ,S,S6NJ00271,,Thomas H. Jr.,Kean,"Kean, Thomas H. Jr.",,REP,129794,75.62783326147%,,,997775,44.3441759589702%,,,,,
2075,New Jersey,NJ,S,S6NJ00305,,John P.,Ginty,"Ginty, John P.",,REP,41828,24.37216673853%,,,,,,,,,
2076,New Jersey,NJ,S,,,,,,Party Votes:,REP,171622,,,,,,,,,,
2077,New Jersey,NJ,S,S6NJ00321,,Len,Flynn,"Flynn, Len",,LBT,,,,,14637,0.650513095148151%,,,,,
2078,New Jersey,NJ,S,S65NJ00339,,Edward,Forchion,"Forchion, Edward",,LMP,,,,,11593,0.515228415115974%,,,,,
2079,New Jersey,NJ,S,S8NJ00145,,J.M.,Carter,"Carter, J.M.",,GWT,,,,,7918,0.351900163106037%,,,,,
2080,New Jersey,NJ,S,S6NJ00313,,Daryl Mikell,Brooks,"Brooks, Daryl Mikell",,PPC,,,,,5138,0.228348451381513%,,,,,
2081,New Jersey,NJ,S,S6NJ00081,,N. Leonard,Smith,"Smith, N. Leonard",,SDF,,,,,6243,0.277458034638922%,,,,,
2082,New Jersey,NJ,S,S0NJ00100,,Gregory ,Pason,"Pason, Gregory ",,SUS,,,,,2490,0.110663223810815%,,,,,
2083,New Jersey,NJ,S,S6NJ00347,,Angela L. ,Lariscy,"Lariscy, Angela L. ",,SWP,,,,,3433,0.152573031061256%,,,,,
2084,New Jersey,NJ,S,,,,,,Senate Votes:,,361566,,,,2250070,,,,,,
2085,New Jersey,NJ,01,H0NJ01066,(I),Robert E.,Andrews,"Andrews, Robert E.",,DEM,18418,100%,,,140110,100%,,,,,
2086,New Jersey,NJ,01,,,,,,Party Votes:,DEM,18418,,,,,,,,,,
2087,New Jersey,NJ,01,,,,,,District Votes:,,18418,,,,140110,,,,,,
2088,New Jersey,NJ,02,H2NJ02037,(I),Frank A.,LoBiondo,"LoBiondo, Frank A.",,REP,14440,100%,,,111245,61.6059808943652%,,,,,
2089,New Jersey,NJ,02,,,,,,Party Votes:,REP,14440,,,,,,,,,,
2090,New Jersey,NJ,02,H6NJ02145,,Viola,Thomas-Hughes,"Thomas-Hughes, Viola",,DEM,8268,82.9204693611473%,,,64279,35.5968434168628%,,,,,
2091,New Jersey,NJ,02,H6NJ02137,,Henry David,Marcus,"Marcus, Henry David",,DEM,1703,17.0795306388527%,,,,,,,,,
2092,New Jersey,NJ,02,,,,,,Party Votes:,DEM,9971,,,,,,,,,,
2093,New Jersey,NJ,02,H6NJ02178,,Robert E. ,Mullock,"Mullock, Robert E. ",,PGS,,,,,3071,1.70067838848124%,,,,,
2094,New Jersey,NJ,02,H6NJ02160,,Lynn,Merle,"Merle, Lynn",,AND,,,,,992,0.549356223175966%,,,,,
2095,New Jersey,NJ,02,H4NJ02124,,Willie,Norwood,"Norwood, Willie",,SUS,,,,,385,0.213207808389866%,,,,,
2096,New Jersey,NJ,02,H6NJ02152,,Thomas,Fanslau,"Fanslau, Thomas",,WTP,,,,,603,0.333933268724907%,,,,,
